id,产品名称,规格,单位,品牌,品牌简写,品牌代码,分类,分类代码,分类简称,分类slug,产品编码,图片,描述,价格
8e8359035661,可培谷全脂纯牛奶,12*1L,箱,国产纯牛奶,国产纯牛奶,109,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002109134,,规格: 12*1L / 单位: 箱,
25324bf44493,焙优纯纯牛奶,12*1,箱,国产纯牛奶,国产纯牛奶,109,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002109135,,规格: 12*1 / 单位: 箱,
0c2a6388aa7e,维德手工蛋挞皮,1*10*30只,箱,济南维德,济南维德,118,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007118136,,规格: 1*10*30只 / 单位: 箱,
571fd0df65e7,瓦伦堡无盐黄油25kg,1*25kg,箱,瑞康品尚,瑞康品尚,123,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010123382,,规格: 1*25kg / 单位: 箱,
229ee6beb12e,瓦伦堡奶油芝士10KG,1*10kg,箱,瑞康品尚,瑞康品尚,123,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002123214,,规格: 1*10kg / 单位: 箱,
0168d1f5c0e3,Butterland无盐黄油25kg（国产）,1*25kg,箱,瑞康品尚,瑞康品尚,123,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010123383,,规格: 1*25kg / 单位: 箱,
b3694f4693f8,Butterland乳脂混合黄油,1*25kg,箱,瑞康品尚,瑞康品尚,123,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010123384,,规格: 1*25kg / 单位: 箱,
f465231c16ab,迪比克塑性稀奶油,6*1L,箱,菲仕兰,菲仕兰,128,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002128215,,规格: 6*1L / 单位: 箱,
1988f2e87c92,百利香甜沙拉酱,1*12,箱,百利,百利,124,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001124352,,规格: 1*12 / 单位: 箱,
00b7d8dfa8cd,贝琪1kg法式卡仕达（经典牛奶味）,10*1kg,袋,山东贝琪,山东贝琪,113,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001113137,,规格: 10*1kg / 单位: 袋,
48e3b6028576,贝琪5kg0蔗糖戚风蛋糕预拌粉,1*4*5kg,袋,山东贝琪,山东贝琪,113,奶油/淡稀奶油,003,奶油,whipping-cream,003113327,,规格: 1*4*5kg / 单位: 袋,
c7f6b88c853d,贝琪快客SP蛋糕油,1*4*5kg,袋,山东贝琪,山东贝琪,113,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007113328,,规格: 1*4*5kg / 单位: 袋,
27e2dc4fc31f,贝琪5kg松软轻戚风巧克力蛋糕预拌粉,5kg*4袋/箱,袋,山东贝琪,山东贝琪,113,奶油/淡稀奶油,003,奶油,whipping-cream,003113268,,规格: 5kg*4袋/箱 / 单位: 袋,
839edad50274,贝琪5kg巧克力熔岩蛋糕预拌粉,5kg*4袋/箱,袋,山东贝琪,山东贝琪,113,奶油/淡稀奶油,003,奶油,whipping-cream,003113269,,规格: 5kg*4袋/箱 / 单位: 袋,
3b44a5910412,猫唛日式面包专用粉（纸）（华创）,1*25kg,袋,东莞华创制粉,东莞华创制粉,104,奶油/淡稀奶油,003,奶油,whipping-cream,099104138,,规格: 1*25kg / 单位: 袋,
fc4d80e8cb18,武藏丸味至面包粉（纸）（华创）,1*25kg,袋,东莞华创制粉,东莞华创制粉,104,奶油/淡稀奶油,003,奶油,whipping-cream,003104139,,规格: 1*25kg / 单位: 袋,
bb929222d5c0,柳叶梅全麦高级面包粉（华创）,1*5kg,袋,东莞华创制粉,东莞华创制粉,104,奶油/淡稀奶油,003,奶油,whipping-cream,003104140,,规格: 1*5kg / 单位: 袋,
4613fc26ba4e,樱皇精研日式面包小麦粉（25KG纸袋）,1*25kg,袋,东莞华创制粉,东莞华创制粉,104,奶油/淡稀奶油,003,奶油,whipping-cream,003104366,,规格: 1*25kg / 单位: 袋,
336c342e72c3,蔓吉4寸彩虹慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001329,,规格: 1*8盒*6个 / 单位: 盒,
939e05f200a2,蔓吉4寸小丑慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001330,,规格: 1*8盒*6个 / 单位: 盒,
7a0129b3fd6a,蔓吉4寸白天鹅慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001331,,规格: 1*8盒*6个 / 单位: 盒,
7fe04a37d52a,蔓吉4寸黑天鹅慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001332,,规格: 1*8盒*6个 / 单位: 盒,
cf4f9b759abc,蔓吉4寸酸奶草莓慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001333,,规格: 1*8盒*6个 / 单位: 盒,
747e662cee79,蔓吉4寸焦糖玛奇朵慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,辅料/添加剂,012,辅料/添加,additives,012001334,,规格: 1*8盒*6个 / 单位: 盒,
106583a228ff,蔓吉4寸芋泥芝士慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009001335,,规格: 1*8盒*6个 / 单位: 盒,
c7e80b96a6e2,蔓吉4寸熔岩黑巧慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001336,,规格: 1*8盒*6个 / 单位: 盒,
7353277a4228,蔓吉4寸萌小兔慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001337,,规格: 1*8盒*6个 / 单位: 盒,
5d1d8e79ff9e,蔓吉4寸多肉葡萄慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001338,,规格: 1*8盒*6个 / 单位: 盒,
586ceb674f0c,蔓吉一颗榴莲,1*48盒,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,099001141,,规格: 1*48盒 / 单位: 盒,
d20553c5be59,蔓吉5英寸原味舒芙蕾奶盖,48盒*200g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001142,,规格: 48盒*200g / 单位: 盒,
0645220390b9,蔓吉5英寸抹茶舒芙蕾奶盖,48盒*200g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001143,,规格: 48盒*200g / 单位: 盒,
1be2f616eef0,蔓吉5英寸巧克力舒芙蕾奶盖,48盒*200g,盒,扬州和华,扬州和华,001,巧克力/可可,004,巧克力,chocolate-cocoa,004001270,,规格: 48盒*200g / 单位: 盒,
fc1c6423c399,蔓吉8英寸原味巴斯克,12盒*1100g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001339,,规格: 12盒*1100g / 单位: 盒,
d6f480eac732,蔓吉8英寸青柠巴斯克,12盒*1100g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001340,,规格: 12盒*1100g / 单位: 盒,
a42af1930791,蔓吉8英寸伯爵红茶巴斯克,12盒*1100g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001341,,规格: 12盒*1100g / 单位: 盒,
154c3a926fd4,蔓吉8英寸奧巧熔岩巴斯克,12盒*1100g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001342,,规格: 12盒*1100g / 单位: 盒,
06b3b1750d8a,蔓吉3.5英寸原味巴斯克,48盒*130g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001343,,规格: 48盒*130g / 单位: 盒,
a390235ff04a,蔓吉3.5英寸芋泥巴斯克,48盒*130g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001344,,规格: 48盒*130g / 单位: 盒,
3081d873b777,蔓吉3.5英寸榴莲巴斯克,48盒*130g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001345,,规格: 48盒*130g / 单位: 盒,
144fb41bba35,蔓吉3.5英寸栗子巴斯克,48盒*130g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001346,,规格: 48盒*130g / 单位: 盒,
945539ddb850,蔓吉3.5英寸蜂蜜柚子巴斯克,48盒*130g,盒,扬州和华,扬州和华,001,辅料/添加剂,012,辅料/添加,additives,012001347,,规格: 48盒*130g / 单位: 盒,
2384e0009b56,蔓吉巧克力脏脏杯慕斯蛋糕,8盒*12个*85g,盒,扬州和华,扬州和华,001,巧克力/可可,004,巧克力,chocolate-cocoa,004001271,,规格: 8盒*12个*85g / 单位: 盒,
dd613ab84b83,蔓吉4寸酸奶提子慕斯,1*8盒*6个,盒,扬州和华,扬州和华,001,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005001348,,规格: 1*8盒*6个 / 单位: 盒,
5b8856412056,蔓吉两颗山竹慕斯蛋糕,48盒*100g,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001349,,规格: 48盒*100g / 单位: 盒,
7a8537edd5ef,蔓吉新品浓香巧克力魔方,1*8盒*6,盒,扬州和华,扬州和华,001,巧克力/可可,004,巧克力,chocolate-cocoa,004001272,,规格: 1*8盒*6 / 单位: 盒,
7d01fb172cb8,蔓吉新品提拉米苏魔方,1*8盒*6,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,007001144,,规格: 1*8盒*6 / 单位: 盒,
8caa88fb65ed,蔓吉新品香芋芝芝魔方,1*8盒*6,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,099001145,,规格: 1*8盒*6 / 单位: 盒,
7b2be4c6622e,蔓吉新品和风抹茶魔方,1*8盒*6,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,099001146,,规格: 1*8盒*6 / 单位: 盒,
dbbd416b7945,蔓吉新品荔枝玫瑰魔方,1*8盒*6,盒,扬州和华,扬州和华,001,牛奶/乳饮,007,乳饮,milk-dairy-drinks,099001147,,规格: 1*8盒*6 / 单位: 盒,
4e6aa539df3e,琪雷萨马斯卡布尼奶酪,500G*6,箱,其它品类,其它品类,012,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009012307,,规格: 500G*6 / 单位: 箱,
e60d38a0b0c6,琪雷萨必然干酪,1*125g,盒,其它品类,其它品类,012,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009012308,,规格: 1*125g / 单位: 盒,
f4dac1ddf291,琪雷萨金文干酪,1*125g,盒,其它品类,其它品类,012,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009012309,,规格: 1*125g / 单位: 盒,
31cda3a83559,奈特兰马斯卡邦尼(42%脂肪）,500G*6,箱,其它品类,其它品类,012,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009012148,,规格: 500G*6 / 单位: 箱,
5c35acdf9f46,003乐菲利娜马苏里拉芝士碎,1*4袋*3KG,袋,其它品类,其它品类,012,罐头/蜜饯,009,罐头/蜜饯,canned-preserves,009012310,,规格: 1*4袋*3KG / 单位: 袋,
178e17f38557,乐芙娜西西里黄柠檬汁,12*200ML,箱,其它品类,其它品类,012,冷冻点心/速冻半成品,001,冷冻半成品,frozen-pastries-semi-finished,001012149,,规格: 12*200ML / 单位: 箱,
9318be5af442,北美红宝石切片蔓越莓干,1*11.34kg,箱,其它品类,其它品类,012,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005012150,,规格: 1*11.34kg / 单位: 箱,
3ea2ba4202bd,南美宝石火焰提子干,1*10kg,箱,其它品类,其它品类,012,果馅/果干/果酱,006,果馅/果酱,fruit-filling-puree-jam,005012151,,规格: 1*10kg / 单位: 箱,
2250fd9b708e,金太阳奶油干酪2KG,1*6*2kg,块,金太阳,金太阳,133,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002133216,,规格: 1*6*2kg / 单位: 块,
bed375e99249,华芙莱黄油（潍粮）,1*25kg,箱,潍坊兴达油脂,潍坊兴达油脂,121,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010121385,,规格: 1*25kg / 单位: 箱,
e7aefe9eba7f,潍粮牛乳黄油,1*25kg,箱,潍坊兴达油脂,潍坊兴达油脂,121,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010121386,,规格: 1*25kg / 单位: 箱,
8af072052e4a,潍粮乳脂烤焙奶油,1*20kg,箱,潍坊兴达油脂,潍坊兴达油脂,121,调味酱/沙拉酱,002,调味/沙拉,sauces-salad-dressing,002121217,,规格: 1*20kg / 单位: 箱,
04ae39a8fe5e,WLBUETR无盐黄油（潍粮）,1*25kg,箱,潍坊兴达油脂,潍坊兴达油脂,121,肉制品/香肠/培根,010,肉制品,meat-sausage-bacon,010121387,,规格: 1*25kg / 单位: 箱,
